股票代码,股票名称,总股本(股),流通股本(股),上市日期
601828,美凯龙,3550000000,988896000,2018-01-17
601838,成都银行,3612251300,361225100,2018-01-31
601857,中国石油,183020977800,183020977800,2007-11-05
601858,中国科传,790500000,190500000,2017-01-18
601866,中远海发,11683125000,11683125000,2007-12-12
601869,长飞光纤,757905100,427357300,2018-07-20
601872,招商轮船,6066612700,4720921800,2006-12-01
601877,正泰电器,2151408500,1737183900,2010-01-21
601878,浙商证券,3333333400,1208508200,2017-06-26
601880,大连港,12894536000,12894536000,2010-12-06
601881,中国银河,10137258800,4919515500,2017-01-23
601882,海天精工,522000000,125940000,2016-11-07
601886,江河集团,1154050000,1154050000,2011-08-18
601888,中国国旅,1952475500,1952475500,2009-10-15
601890,亚星锚链,959400000,959400000,2010-12-28
601898,中煤能源,13258663400,13258663400,2008-02-01
601899,紫金矿业,23031218900,22612665800,2008-04-25
601900,南方传媒,895876600,245950000,2016-02-15
601901,方正证券,8232101400,8232101400,2011-08-10
601908,京运通,1995297700,1993017700,2011-09-08
601918,新集能源,2590541800,2590541800,2007-12-19
601919,中远海控,10216274400,10216274400,2007-06-26
601928,凤凰传媒,2544900000,2544900000,2011-11-30
601929,吉视传媒,3110879500,3110879500,2012-02-23
601933,永辉超市,9570462100,7968291300,2010-12-15
601939,建设银行,250010977500,250010977500,2007-09-25
601949,中国出版,1822500000,401005500,2017-08-21
601952,苏垦农发,1378000000,409303600,2017-05-15
601958,金钼股份,3226604400,3226604400,2008-04-17
601965,中国汽研,970132400,961179900,2012-06-11
601966,玲珑轮胎,1200003000,394403000,2016-07-06
601968,宝钢包装,833333300,833333300,2015-06-11
601969,海南矿业,1954720300,1954720300,2014-12-09
601985,中国核电,15565430000,15565430000,2015-06-10
601988,中国银行,294387791200,294387791200,2006-07-05
601989,中国重工,22879793200,18361665100,2009-12-16
601990,南京证券,2749019500,275020000,2018-06-13
601991,大唐发电,18506710500,16104981399,2006-12-20
601992,金隅集团,10677771100,10672923100,2011-03-01
601996,丰林集团,1149480800,944984000,2011-09-29
601997,贵阳银行,2298591900,1238965100,2016-08-16
601998,中信银行,48934796600,46787327000,2007-04-27
601999,出版传媒,550914700,550914700,2007-12-21
603000,人民网,1105691100,1105691100,2012-04-27
603001,奥康国际,400980000,400980000,2012-04-26
603002,宏昌电子,614411700,609998200,2012-05-18
603003,龙宇燃油,416532400,416532400,2012-08-17
603005,晶方科技,234192000,174631200,2014-02-10
603006,联明股份,192324600,70968600,2014-06-30
603007,花王股份,341077000,194362000,2016-08-26
603008,喜临门,394857800,319560000,2012-07-17
603009,北特科技,359114700,320665100,2014-07-18
603010,万盛股份,253073100,220000000,2014-10-10
603011,合锻智能,453159800,412247000,2014-11-07
603012,创力集团,636560000,636560000,2015-03-20
603013,亚普股份,510000000,60000000,2018-05-09
603015,弘讯科技,407200000,401901000,2015-03-03
603016,新宏泰,148160000,70460000,2016-07-01
603017,中衡设计,275178700,275114700,2014-12-31
603018,中设集团,313797500,308881200,2014-10-13
603019,中科曙光,643024000,643024000,2014-11-06
603020,爱普股份,320000000,320000000,2015-03-25
603021,山东华鹏,319948100,315575900,2015-04-23
603022,新通联,200000000,200000000,2015-05-18
603023,威帝股份,360000000,360000000,2015-05-27
603025,大豪科技,921890700,909862800,2015-04-22
603026,石大胜华,202680000,202680000,2015-05-29
603027,千禾味业,326200000,134961800,2016-03-07
603028,赛福天,220800000,115568700,2016-03-31
603029,天鹅股份,93340000,36525500,2016-04-27
603030,全筑股份,538404300,533979600,2015-03-20
603031,安德利,112000000,55862000,2016-08-22
603032,德新交运,160008000,78408000,2017-01-05
603033,三维股份,126980000,55300000,2016-12-07
603035,常熟汽饰,280000000,172214400,2017-01-05
603036,如通股份,203360000,50840000,2016-12-09
603037,凯众股份,105922700,61657700,2017-01-20
603038,华立股份,93998799,37596600,2017-01-16
603039,泛微网络,102519500,39900800,2017-01-13
603040,新坐标,79507100,31761200,2017-02-09
603041,美思德,100948000,46525000,2017-03-30
603042,华脉科技,138670000,101028600,2017-06-02
603043,广州酒家,403996200,125507200,2017-06-27
603045,福达合金,98300000,24580000,2018-05-17
603050,科林电气,162245500,80314500,2017-04-14
603055,台华新材,547600000,100775600,2017-09-21
603056,德邦股份,960000000,100000000,2018-01-16
603058,永吉股份,423510000,228066000,2016-12-23
603059,倍加洁,80000000,20000000,2018-03-02
603060,国检集团,220000000,63827500,2016-11-09
603063,禾望电气,420000000,255300000,2017-07-28
603066,音飞储存,302341700,165702900,2015-06-11
603067,振华股份,308000000,155609300,2016-09-13
603069,海汽集团,316000000,173800000,2016-07-12
603076,乐惠国际,74500000,26849200,2017-11-13
603077,和邦生物,8831250200,8831250200,2012-07-31
603078,江化微,84000000,47876899,2017-04-10
603079,圣达生物,112000000,36511600,2017-08-23
603080,新疆火炬,141500000,35500000,2018-01-03
603081,大丰实业,401800000,77726300,2017-04-20
603083,剑桥科技,128780000,55251100,2017-11-10
603085,天成自控,290986100,147487500,2015-06-30
603086,先达股份,112000000,72513700,2017-05-11
603088,宁波精达,112000000,112000000,2014-11-11
603089,正裕工业,106670000,31454899,2017-01-26
603090,宏盛股份,100000000,40681300,2016-08-31
603096,新经典,135308000,53918000,2017-04-25
603098,森特股份,480012000,75012000,2016-12-16
603099,长白山,266670000,266670000,2014-08-22
603100,川仪股份,395000000,258625099,2014-08-05
603101,汇嘉时代,240000000,72000000,2016-05-06
603103,横店影视,453000000,53000000,2017-10-12
603105,芯能科技,500000000,88000000,2018-07-09
603106,恒银金融,308000000,130350000,2017-09-20
603108,润达医疗,579534100,508282100,2015-05-27
603110,东方材料,143733400,54300500,2017-10-13
603111,康尼机电,993275500,738383300,2014-08-01
603113,金能科技,675939500,331865300,2017-05-11
603116,红蜻蜓,585335000,576200800,2015-06-29
603117,万林股份,647249300,625889600,2015-06-29
603118,共进股份,781817000,775733300,2015-02-25
603123,翠微股份,524144200,524144200,2012-05-03
603126,中材节能,610500000,610500000,2014-07-31
603127,昭衍新药,114994599,55809500,2017-08-25
603128,华贸物流,1012038400,954804500,2012-05-29
603129,春风动力,134596400,65177299,2017-08-18
603131,上海沪工,200000000,50000000,2016-06-07
603133,碳元科技,208000000,111980900,2017-03-20
603136,天目湖,80000000,20000000,2017-09-27
603138,海量数据,150448200,47356400,2017-03-06
603139,康惠制药,99880000,53630000,2017-04-21
603156,养元饮品,753270000,60270000,2018-02-12
603157,拉夏贝尔,547671600,360592800,2017-09-25
603158,腾龙股份,218600000,216971200,2015-03-20
603159,上海亚虹,100000000,25000000,2016-08-12
603160,汇顶科技,456651700,231595600,2016-10-17
603161,科华控股,133400000,33400000,2018-01-05
603165,荣晟环保,177352000,44352000,2017-01-17
603166,福达股份,597718700,592018700,2014-11-27
603167,渤海轮渡,493232000,481400000,2012-09-06
603168,莎普爱思,322592500,297342500,2014-07-02
603169,兰石重装,1051502500,1025415600,2014-10-09
603177,德创环保,202000000,61750000,2017-02-07
603178,圣龙股份,203348000,50000000,2017-03-28
603179,新泉股份,227723000,94922800,2017-03-17
603180,金牌厨柜,67500000,18416500,2017-05-12
603181,皇马科技,200000000,99000000,2017-08-24
603183,建研院,125104000,73717400,2017-09-05
603186,华正新材,130670000,73716800,2017-01-03
603187,海容冷链,80000000,20000000,2018-11-29
603188,亚邦股份,576000000,576000000,2014-09-09
603189,网达软件,220800000,110100000,2016-09-14
603192,汇得科技,106666700,26666700,2018-08-28
603196,日播时尚,240000000,65400000,2017-05-31
603197,保隆科技,167024600,98401700,2017-05-19
603198,迎驾贡酒,800000000,800000000,2015-05-28
603199,九华旅游,110680000,110680000,2015-03-26
603200,上海洗霸,75044500,25270000,2017-06-01
603203,快克股份,158315300,52786200,2016-11-08
603208,江山欧派,80816100,30816100,2017-02-10
603214,爱婴室,100000000,25000000,2018-03-30
603218,日月股份,407230000,99429100,2016-12-28
603220,贝通信,337760000,84440000,2018-11-15
603222,济民制药,320000000,320000000,2015-02-17
603223,恒通股份,201600000,168000000,2015-06-30
603225,新凤鸣,842800000,119000000,2017-04-18
603226,菲林格尔,116490400,29316800,2017-06-15
603227,雪峰科技,658700000,658700000,2015-05-15
603228,景旺电子,411000000,81088000,2017-01-06
603229,奥翔药业,160000000,53980000,2017-05-09
603232,格尔软件,85400000,51170000,2017-04-21
603233,大参林,400010000,64151200,2017-07-31
603238,诺邦股份,120000000,30000000,2017-02-22
603239,浙江仙通,270720000,90720000,2016-12-30
603258,电魂网络,243077000,116538000,2016-10-26
603259,药明康德,1048266900,104198600,2018-05-08
603260,合盛硅业,670000000,260841800,2017-10-30
603266,天龙股份,140000000,35000000,2017-01-10
603268,松发股份,125137600,124168799,2015-03-19
603269,海鸥股份,91470000,37144100,2017-05-17
603277,银都股份,400800000,156396000,2017-09-11
603278,大业股份,208000000,86533200,2017-11-13
603283,赛腾股份,162763900,40000000,2017-12-25
603286,日盈电子,88076000,45751000,2017-06-27
603288,海天味业,2701206700,2696886700,2014-02-11
603289,泰瑞机器,266503000,135773600,2017-10-31
603297,永新光学,84000000,21000000,2018-09-10
603298,杭叉集团,618854200,170585600,2016-12-27
603299,井神股份,559440000,279300900,2015-12-31
603300,华铁科技,485296300,405340000,2015-05-29
603301,振德医疗,100000000,25000000,2018-04-12
603303,得邦照明,408000000,102000000,2017-03-30
603305,旭升股份,400600000,63263500,2017-07-10
603306,华懋科技,313019700,307019700,2014-09-26
603308,应流股份,433754300,400010000,2014-01-22
603309,维力医疗,200000000,200000000,2015-03-02
603311,金海环境,210000000,210000000,2015-05-18
603313,梦百合,240000000,82347000,2016-10-13
603315,福鞍股份,219950900,219950900,2015-04-24
603316,诚邦股份,203280000,105076600,2017-06-19
603318,派思股份,403302300,402162300,2015-04-24
603319,湘油泵,80920000,56680300,2016-11-30
603320,迪贝电气,100000000,32500000,2017-05-02
603321,梅轮电梯,307000000,116100000,2017-09-15
603322,超讯通信,112000000,45358900,2016-07-28
603323,吴江银行,1448084300,606928000,2016-11-29
603326,我乐家居,225988100,64366400,2017-06-16
603328,依顿电子,997778500,992367000,2014-07-01
603329,上海雅仕,132000000,33000000,2017-12-29
603330,上海天洋,78000000,31523500,2017-02-13
603331,百达精工,129233300,31813300,2017-07-05
603333,尚纬股份,520005000,510465000,2012-05-07
603335,迪生力,329342000,156442000,2017-06-20
603336,宏辉果蔬,173355000,68680400,2016-11-24
603337,杰克股份,305871600,81059600,2017-01-19
603338,浙江鼎力,247696699,247696699,2015-03-25
603339,四方科技,210743800,57815900,2016-05-19
603345,安井食品,216040000,122849400,2017-02-22
603348,文灿股份,220000000,55000000,2018-04-26
603355,莱克电气,401000000,401000000,2015-05-13
603356,华菱精工,133340000,33340000,2018-01-24
603357,设计总院,324673400,158673400,2017-08-01
603358,华达科技,313600000,137701600,2017-01-25
603359,东珠生态,318640000,152950300,2017-09-01
603360,百傲化学,186676000,78409300,2017-02-06
603363,傲农生物,425980000,183992900,2017-09-26
603365,水星家纺,266670000,88584000,2017-11-20
603366,日出东方,800000000,800000000,2012-05-21
603367,辰欣药业,453353000,287679800,2017-09-29
603368,柳药股份,259073400,204750000,2014-12-04
603369,今世缘,1254500000,1254500000,2014-07-03
603377,东方时尚,588000000,164858800,2016-02-05
603378,亚士创能,194800000,68980000,2017-09-28
603380,易德龙,160000000,47894799,2017-06-22
603383,顶点软件,120213799,58017100,2017-05-22
603385,惠达卫浴,369396400,263726900,2017-04-05
603386,广东骏亚,201800000,56675000,2017-09-12
603387,基蛋生物,186012599,92093799,2017-07-17
603388,元成股份,206500000,85053500,2017-03-24
603389,亚振家居,218960000,62960000,2016-12-15
603393,新天然气,160000000,95644700,2016-09-12
603396,金辰股份,75556700,31569200,2017-10-18
603398,邦宝益智,212775000,211702000,2015-12-09
603399,吉翔股份,546750600,508050600,2012-08-24
603416,信捷电气,140560000,35140000,2016-12-21
603421,鼎信通讯,442995500,45596200,2016-10-11
603429,集友股份,190400000,97580000,2017-01-24
603444,吉比特,71882200,41248200,2017-01-04
603456,九洲药业,805889200,800953600,2014-10-10
603458,勘设股份,126131500,85321000,2017-08-09
603466,风语筑,291951000,88000000,2017-10-20
603477,振静股份,240000000,60000000,2017-12-18
603486,科沃斯,400100000,40100000,2018-05-28
603488,展鹏科技,208941000,96489000,2017-05-16
603496,恒为科技,142060000,76066600,2017-06-07
603499,翔港科技,101320400,25000000,2017-10-16
603500,祥和实业,176400000,50400000,2017-09-04
603501,韦尔股份,455813900,136565000,2017-05-04
603505,金石资源,240000000,112034599,2017-05-03
603506,南都物业,103174599,25793700,2018-02-01
603507,振江股份,128081400,74571800,2017-11-06
603508,思维列控,160000000,65200000,2015-12-24
603515,欧普照明,756130100,127350700,2016-08-19
603516,淳中科技,130965400,32741400,2018-02-02
603517,绝味食品,410000000,163702400,2017-03-17
603518,维格娜丝,180554000,149169400,2014-12-03
603519,立霸股份,221939900,221939900,2015-03-19
603520,司太立,120000000,64650000,2016-03-09
603527,众源新材,174160000,107526800,2017-09-07
603528,多伦科技,627090000,187590000,2016-05-03
603533,掌阅科技,401000000,123911500,2017-09-21
603535,嘉诚国际,150400000,66080000,2017-08-08
603536,惠发股份,168000000,60254100,2017-06-13
603538,美诺华,149134000,89460000,2017-04-07
603555,贵人鸟,628602100,628602100,2014-01-24
603556,海兴电力,495153100,167753600,2016-11-10
603557,起步股份,469979700,218902500,2017-08-18
603558,健盛集团,416356300,310245700,2015-01-27
603559,中通国脉,143313200,79498500,2016-12-02
603566,普莱柯,323740000,321496000,2015-05-18
603567,珍宝岛,849160000,849160000,2015-04-24
603568,伟明环保,687719000,682638000,2015-05-28
603569,长久物流,560014000,80196800,2016-08-10
603577,汇金通,175020000,77515400,2016-12-22
603578,三星新材,88000000,31900000,2017-03-06
603579,荣泰健康,140000000,51420000,2017-01-11
603580,艾艾精工,93338000,30163000,2017-05-25
603583,捷昌驱动,120800000,30200000,2018-09-21
603585,苏利股份,180000000,54000000,2016-12-14
603586,金麒麟,215618000,100109100,2017-04-06
603587,地素时尚,401000000,61000000,2018-06-22
603588,高能环境,660516200,654377000,2014-12-29
603589,口子窖,600000000,600000000,2015-06-29
603590,康辰药业,160000000,40000000,2018-08-27
603595,东尼电子,142822400,48650000,2017-07-12
603596,伯特利  ,408561000,40860000,2018-04-27
603598,引力传媒,270623000,267862900,2015-05-27
603599,广信股份,464679100,372426500,2015-05-13
603600,永艺股份,303044800,250000000,2015-01-23
603601,再升科技,540611800,540611800,2015-01-22
603602,纵横通信,112000000,66370300,2017-08-10
603603,博天环境,401570000,234830000,2017-02-17
603605,珀莱雅,201096200,62091800,2017-11-15
603606,东方电缆,503157300,419809500,2014-10-15
603607,京华激光,127512000,48714300,2017-10-25
603608,天创时尚,431402200,128561299,2016-02-18
603609,禾丰牧业,831176500,831176500,2014-08-08
603611,诺力股份,267675900,226328900,2015-01-28
603612,索通发展,340239100,178862100,2017-07-18
603615,茶花股份,240000000,74862400,2017-02-13
603616,韩建河山,293360000,293360000,2015-06-11
603617,君禾股份,101834000,30437000,2017-07-03
603618,杭电股份,686878900,686878900,2015-02-17
603619,中曼石油,400000100,40000100,2017-11-17
603626,科森科技,415576800,158106700,2017-02-09
603628,清源股份,273800000,88800000,2017-01-12
603630,拉芳家化,226720000,81293300,2017-03-13
603633,徕木股份,156455000,107948900,2016-11-17
603636,南威软件,527257000,522709800,2014-12-30
603637,镇海股份,174026600,43223900,2017-02-08
603638,艾迪精密,260480000,84981600,2017-01-20
603639,海利尔,169399900,54304399,2017-01-12
603648,畅联股份,368666700,273187200,2017-09-13
603650,彤程新材,585987500,58800000,2018-06-27
603655,朗博科技,106000000,26500000,2017-12-29
603656,泰禾光电,148881600,63331100,2017-03-21
603657,春光科技,96000000,24000000,2018-07-30
603658,安图生物,420000000,136537800,2016-09-01
603659,璞泰来,434695500,193119199,2017-11-03
603660,苏州科达,360184300,237525600,2016-12-01
603661,恒林股份,100000000,28750000,2017-11-21
603663,三祥新材,135709000,49066899,2016-08-01
603665,康隆达,100000000,37270800,2017-03-13
603666,亿嘉和,98245700,24561500,2018-06-12
603667,五洲新春,263120000,113486900,2016-10-25
603668,天马科技,299764000,185973000,2017-01-17
603669,灵康药业,364000000,364000000,2015-05-28
603676,卫信康,423000000,66660500,2017-07-21
603677,奇精机械,196150400,57093400,2017-02-06
603678,火炬电子,452666000,451376000,2015-01-26
603679,华体科技,100990000,35046300,2017-06-21
603680,今创集团,608635000,58800000,2018-02-27
603683,晶华新材,126670000,44470000,2017-10-20
603685,晨丰科技,130000000,44200000,2017-11-27
603686,龙马环卫,299005000,296897000,2015-01-26
603688,石英股份,337296600,336825899,2014-10-31
603689,皖天然气,336000000,167361600,2017-01-10
603690,至纯科技,210940000,92176000,2017-01-13
603693,江苏新能,618000000,118000000,2018-07-03
603696,安记食品,168000000,168000000,2015-12-09
603698,航天工程,412300000,412300000,2015-01-28
603699,纽威股份,750000000,750000000,2014-01-17
603701,德宏股份,146055600,71136000,2016-04-12
603703,盛洋科技,229700000,108950000,2015-04-23
603706,东方环宇,160000000,40000000,2018-07-09
603707,健友股份,552425900,284604100,2017-07-19
603708,家家悦,468000000,156970900,2016-12-13
603709,中源家居,80000000,20000000,2018-02-08
603711,香飘飘,400010000,46297800,2017-11-30
603712,七一二,772000000,100000000,2018-02-26
603713,密尔克卫,152474000,38120000,2018-07-13
603716,塞力斯,205143700,96106500,2016-10-31
603717,天域生态,241796200,122079400,2017-03-27
603718,海利生物,644000000,644000000,2015-05-15
603721,中广天择,100000000,47346100,2017-08-11
603722,阿科力,86700000,40730000,2017-10-25
603725,天安新材,146680000,93973300,2017-09-06
603726,朗迪集团,132608000,33152000,2016-04-21
603727,博迈科,234145000,94870000,2016-11-22
603728,鸣志电器,416000000,175760000,2017-05-09
603729,龙韵股份,93338000,93338000,2015-03-24
603730,岱美股份,410305000,81166500,2017-07-28
603733,仙鹤股份,612000000,62000000,2018-04-20
603737,三棵树,133128900,43231800,2016-06-03
603738,泰晶科技,158724800,58764799,2016-09-28
603757,大元泵业,117320000,35000000,2017-07-11
603758,秦安股份,438797000,133498900,2017-05-17
603766,隆鑫通用,2053541900,2034156200,2012-08-10
603767,中马传动,298648000,94738000,2017-06-13
603768,常青股份,204000000,70125000,2017-03-24
603773,沃格光电,94595600,23648900,2018-04-17
603776,永安行,134400000,86137000,2017-08-17
603777,来伊份,340796300,110626900,2016-10-12
603778,乾景园林,500000000,226204100,2015-12-31
603779,威龙股份,229646699,103225600,2016-05-16
603787,新日股份,204000000,70890000,2017-04-27
603788,宁波高发,230094199,230094199,2015-01-20
603789,星光农机,260000000,260000000,2015-04-27
603790,雅运股份,147200000,36800000,2018-09-12
603797,联泰环保,213340000,53340000,2017-04-13
603798,康普顿,200000000,85400000,2016-04-06
603799,华友钴业,829747300,819881200,2015-01-29
603800,道森股份,208000000,208000000,2015-12-10
603801,志邦家居,160000000,83225300,2017-06-30
603803,瑞斯康达,421055600,219791600,2017-04-20
603806,福斯特,522600000,522600000,2014-09-05
603808,歌力思,337003000,329853000,2015-04-22
603809,豪能股份,149338000,82194000,2017-11-28
603810,丰山集团,80000000,20000000,2018-09-17
603811,诚意药业,119280000,80262000,2017-03-15
603813,原尚股份,89550000,46810000,2017-09-18
603816,顾家家居,430691000,89100000,2016-10-14
603817,海峡环保,450000000,180000000,2017-02-20
603818,曲美家居,491480000,484120000,2015-04-22
603819,神力股份,120820000,56100000,2016-11-25
603822,嘉澳环保,73353600,40603600,2016-04-28
603823,百合花,225000000,70343200,2016-12-20
603825,华扬联众,230102700,92385400,2017-08-02
603826,坤彩科技,468000000,189457599,2017-04-14
603828,柯利达,429294900,421200000,2015-02-26
603829,洛凯股份,160000000,72400000,2017-10-17
603833,欧派家居,420283500,92108100,2017-03-28
603838,四通股份,266680000,266680000,2015-07-01
603839,安正时尚,404287100,105514200,2017-02-14
603843,正平股份,400003000,192836300,2016-09-05
603848,好太太,401000000,71105000,2017-12-01
603855,华荣股份,331070000,201540000,2017-05-24
603856,东宏股份,256414600,91429000,2017-11-06
603858,步长制药,886340000,426185600,2016-11-18
603859,能科股份,113560000,49890000,2016-10-21
603860,中公高科,66680000,24180000,2017-08-02
603861,白云电器,442740600,121085300,2016-03-22
603866,桃李面包,470626000,79677300,2015-12-22
603868,飞科电器,435600000,43600000,2016-04-18
603869,新智认知,348806300,268105400,2015-03-26
603871,嘉友国际,112000000,28000000,2018-02-06
603876,鼎胜新材,430000000,65000000,2018-04-18
603877,太平鸟,480759300,200493800,2017-01-09
603878,武进不锈,204468800,101010100,2016-12-19
603879,永悦科技,144000000,81000000,2017-06-14
603880,南卫股份,130000000,63407500,2017-08-07
603881,数据港,210586500,127844599,2017-02-08
603882,金域医学,457884600,279639400,2017-09-08
603883,老百姓,284945300,267000000,2015-04-23
603885,吉祥航空,1797013500,1797013500,2015-05-27
603886,元祖股份,240000000,121209000,2016-12-28
603887,城地股份,144200000,82966500,2016-10-10
603888,新华网,519029400,176470000,2016-10-28
603889,新澳股份,393651100,393651100,2014-12-31
603890,春秋电子,191800000,96782000,2017-12-12
603895,天永智能,108080000,27020000,2018-01-22
603896,寿仙谷,143334600,61056500,2017-05-10
603897,长城科技,178400000,44600000,2018-04-10
603898,好莱客,320115300,108594800,2015-02-17
603899,晨光文具,920000000,920000000,2015-01-27
603900,莱绅通灵,340473800,85118500,2016-11-23
603901,永创智能,439389000,184000000,2015-05-29
603903,中持股份,103336000,73799700,2017-03-14
603906,龙蟠科技,254064000,93325400,2017-04-10
603908,牧高笛,66690000,23049300,2017-03-07
603909,合诚股份,102500000,25000000,2016-06-28
603912,佳力图,210420000,107800000,2017-11-01
603916,苏博特,309310000,128950000,2017-11-10
603917,合力科技,156800000,80257900,2017-12-04
603918,金桥信息,179420000,176526000,2015-05-28
603919,金徽酒,364000000,115838500,2016-03-10
603920,世运电路,409302000,128210000,2017-04-26
603922,金鸿顺,128000000,32000000,2017-10-23
603926,铁流股份,123770000,65092500,2017-05-10
603928,兴业股份,201600000,62771500,2016-12-12
603929,亚翔集成,213360000,96560000,2016-12-30
603933,睿能科技,143738000,35938000,2017-07-06
603936,博敏电子,215457599,167350000,2015-12-09
603937,丽岛新材,208880000,75858300,2017-11-02
603938,三孚股份,150166600,50786600,2017-06-28
603939,益丰药房,376806000,362694700,2015-02-17
603955,大千生态,113100000,71320200,2017-03-10
603958,哈森股份,219906699,65999000,2016-06-29
603959,百利科技,313600000,148960000,2016-05-17
603960,克来机电,135200000,51808400,2017-03-14
603963,大理药业,130000000,76375000,2017-09-22
603966,法兰泰克,210979600,92989100,2017-01-25
603968,醋化股份,204480000,204480000,2015-05-18
603969,银龙股份,841000000,841000000,2015-02-27
603970,中农立华,160000100,79600100,2017-11-16
603976,正川股份,151200000,38299900,2017-08-22
603977,国泰集团,391234000,175952000,2016-11-11
603978,深圳新星,160000000,76121700,2017-08-07
603979,金诚信,585000000,585000000,2015-06-30
603980,吉华集团,500000000,245633100,2017-06-15
603985,恒润股份,104000000,66560000,2017-05-05
603986,兆易创新,284644500,207397200,2016-08-18
603987,康德莱,441609000,266100000,2016-11-21
603988,中电电机,235200000,235200000,2014-11-04
603989,艾华集团,390001700,390001700,2015-05-15
603990,麦迪科技,80634800,60272000,2016-12-08
603991,至正股份,74535000,41078900,2017-03-08
603993,洛阳钼业,21599240600,21599240600,2012-10-09
603996,中新科技,300150000,103275000,2015-12-22
603997,继峰股份,639649000,630000000,2015-03-02
603998,方盛制药,428562699,425196700,2014-12-05
603999,读者传媒,576000000,576000000,2015-12-10
